Rk,Player,Pos,Age,Tm,G,MP,PER,3PAr,FTr,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,,%Game,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Salary
265,Mason Jones,SG,22,HOU,26,307,11.1,0.561,0.5,-0.1,0.1,0,0.007,-1.7,-1.3,-3,-0.1,,0.4,0.546,1.3,17,8.9,19.1,0.9,0.3,16.8,23.1,2017320
265,Mason Jones,SG,22,PHI,6,27,23.5,0.222,0.778,0.1,0,0.2,0.27,4,0.1,4.2,0,,0.1,0.662,12.5,4,8.2,16.6,1.8,0,7.6,20.8,2007058
266,Tre Jones,PG,21,SAS,37,269,12.1,0.064,0.244,0.2,0.1,0.4,0.066,-2.2,-1.2,-3.4,-0.1,,1,0.544,3.1,5.2,4.2,20,1.4,0,13.1,16.1,2002800
267,Tyus Jones,PG,24,MEM,70,1222,15,0.339,0.109,1.5,1.3,2.8,0.11,-0.2,0.6,0.4,0.8,,1,0.511,1.8,10.4,6.1,28.6,2.5,0.4,10,16.6,2000000
268,DeAndre Jordan,C,32,BRK,57,1246,17.1,0.004,0.369,2.4,1.5,3.9,0.152,0,0.7,0.7,0.8,,1,0.736,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2000000
269,Cory Joseph,PG,29,TOT,63,1446,12.5,0.31,0.207,1.3,0.8,2.1,0.069,-1.9,-0.3,-2.1,-0.1,,0.5,0.556,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,2000000
269,Cory Joseph,PG,29,SAC,44,944,9.9,0.376,0.188,0.4,0.3,0.7,0.037,-3,-0.6,-3.7,-0.4,,0.3,0.534,2.9,8.8,5.8,14.9,2,0.8,14,14.3,1988280
269,Cory Joseph,PG,29,DET,19,502,17.3,0.216,0.233,0.8,0.5,1.4,0.13,0.3,0.5,0.8,0.4,,0.2,0.588,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,1981649
270,Mfiondu Kabengele,PF,23,TOT,39,280,9.5,0.562,0.225,-0.2,0.3,0.2,0.026,-4.5,0,-4.5,-0.2,,0.5,0.486,4.7,19.4,12,8.7,1.4,4.1,13.3,17.7,1977011
270,Mfiondu Kabengele,PF,23,LAC,23,94,1.4,0.563,0.188,-0.3,0.1,-0.1,-0.075,-9.2,-1.7,-10.9,-0.2,,0.3,0.39,1.2,15.1,8.4,6.9,1.1,2.8,14.8,19.2,1977011
270,Mfiondu Kabengele,PF,23,CLE,16,186,13.7,0.561,0.246,0.1,0.2,0.3,0.078,-2.2,0.8,-1.3,0,,0.2,0.538,6.5,21.6,13.8,9.7,1.6,4.8,12.5,16.9,1977000
271,Frank Kaminsky,C,27,PHO,47,715,15.8,0.331,0.233,1.1,0.9,2,0.133,0.3,0.8,1.1,0.6,,1,0.547,5.8,23.7,14.9,15.3,1,2.1,7.2,19,1964760
272,Enes Kanter,C,28,POR,72,1758,22.4,0.007,0.292,5.7,1.7,7.5,0.204,2,-1.8,0.2,1,,1,0.636,16.8,31.9,24.2,7.2,0.9,2.4,11,17.4,1950600
273,Luke Kennard,SG,24,LAC,63,1232,12.7,0.541,0.075,1.6,1.1,2.7,0.105,0.3,-1,-0.6,0.4,,1,0.608,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,1936440
274,Louis King,SF,21,SAC,6,85,21.2,0.324,0.176,0.2,0.1,0.3,0.16,2.3,2.7,5,0.2,,1,0.6,6.4,17.2,11.8,15.4,4,3,9.8,20.6,1900000
275,Maxi Kleber,PF,29,DAL,50,1341,10.6,0.771,0.135,1.6,1.3,2.9,0.103,-0.6,0,-0.7,0.5,,1,0.606,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1882867
276,Nathan Knight,PF,23,ATL,33,279,13.9,0.33,0.55,0.1,0.3,0.4,0.07,-2.2,-1.5,-3.8,-0.1,,1,0.499,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,1882867
277,Kevin Knox,SF,21,NYK,42,464,9.1,0.622,0.14,0,0.6,0.6,0.065,-1.5,-0.2,-1.7,0,,1,0.537,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,1882867
278,John Konchar,SG,24,MEM,43,575,14.8,0.406,0.217,0.9,0.8,1.7,0.145,-0.4,1.3,0.9,0.4,,1,0.608,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,1865546
279,Furkan Korkmaz,SG,23,PHI,55,1062,12.8,0.634,0.193,0.6,1.5,2,0.092,-0.3,0.1,-0.3,0.5,,1,0.544,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,1824003
280,Luke Kornet,C,25,TOT,31,348,13.3,0.584,0.059,0.2,0.5,0.7,0.095,-0.7,1.3,0.6,0.2,,0.5,0.511,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,1824003
280,Luke Kornet,C,25,CHI,13,94,9.8,0.852,0.148,0,0.1,0.1,0.047,-0.3,0.8,0.5,0.1,,0.2,0.452,1.2,16.3,8.8,5.5,1,6.5,3.4,13.7,1824003
280,Luke Kornet,C,25,BOS,18,254,14.5,0.486,0.027,0.3,0.3,0.6,0.113,-0.9,1.5,0.6,0.2,,0.3,0.534,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,1783557
281,Rodions Kurucs,SF,22,TOT,21,125,6.3,0.656,0.125,-0.3,0.2,-0.1,-0.041,-7,2.5,-4.6,-0.1,,0.5,0.459,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,1780152
281,Rodions Kurucs,SF,22,BRK,5,16,7.7,0.667,0,0,0,0,0.082,-1.2,0.4,-0.8,0,,0.1,0.5,0,19.7,10.4,15.1,0,0,0,8.2,1762796
281,Rodions Kurucs,SF,22,HOU,11,75,0.8,0.714,0.095,-0.4,0.1,-0.3,-0.176,-10.4,2.1,-8.3,-0.1,,0.3,0.297,2.7,13.4,7.8,7.1,3.8,4.8,29.1,17.5,1762796
281,Rodions Kurucs,SF,22,MIL,5,34,17.9,0.5,0.25,0.1,0.1,0.1,0.199,-2.3,4.3,2,0,,0.1,0.845,9.6,17.9,13.9,15,4.1,0,31.1,15.9,1762796
282,Kyle Kuzma,SF,25,LAL,68,1954,12.7,0.502,0.128,0.4,2.9,3.3,0.08,-0.3,-0.4,-0.7,0.6,,1,0.546,6.3,17.7,12,9.8,0.9,1.9,12.4,20.3,1762796
283,Anthony Lamb,SF,23,HOU,24,415,8.7,0.602,0.178,0.1,0.1,0.2,0.023,-3.5,-2.3,-5.8,-0.4,,1,0.523,6.7,11.5,9,7.9,0.7,1.1,13,15,1752950
284,Jeremy Lamb,SG,28,IND,36,765,15.8,0.464,0.272,1.2,0.9,2.1,0.132,0.9,0.4,1.3,0.6,,1,0.587,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1752950
285,Romeo Langford,SG,21,BOS,18,283,5.1,0.305,0.203,-0.2,0.2,0,0.003,-4.9,0,-5,-0.2,,1,0.436,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,1737145
286,Zach LaVine,SG,25,CHI,58,2034,21.5,0.425,0.265,4,1.8,5.9,0.138,4.8,-1.1,3.7,2.9,,1,0.634,2,13.6,7.9,23.4,1.1,1.2,13.9,31,1737145
287,Jake Layman,SF,26,MIN,45,627,11.4,0.424,0.201,0.2,0.5,0.7,0.051,-2.6,-0.1,-2.7,-0.1,,1,0.577,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,1737145
288,T.J. Leaf,PF,23,POR,7,35,11.2,0,0.2,0,0,0,0.022,-4.3,1.2,-3.2,0,,1,0.551,0,15.7,7.6,4,2.8,2.6,15.5,15.8,1737145
289,Jalen Lecque,PG,20,IND,4,12,4.7,0.111,0.333,-0.1,0,-0.1,-0.232,-6.3,-6.8,-13.1,0,,1,0.242,18.2,27,22.6,20.6,0,0,0,36.6,1723707
290,Damion Lee,SG,28,GSW,57,1079,11.8,0.708,0.161,1.4,1.3,2.7,0.119,-0.8,0.5,-0.3,0.5,,1,0.636,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1717981
291,Saben Lee,PG,21,DET,48,781,13.8,0.11,0.424,0.7,0.8,1.5,0.091,-2.2,0.3,-1.9,0,,1,0.536,2.8,11.1,6.9,33.2,2,1.5,18.1,17,1701593
292,Alex Len,C,27,TOT,64,979,16.4,0.09,0.417,1.5,1.3,2.7,0.133,-1.2,0.6,-0.6,0.3,,0.5,0.643,8.5,19.7,14.1,7,0.9,5.6,14.3,16.3,1701593
292,Alex Len,C,27,TOR,7,76,4.3,0.6,0.6,-0.1,0.1,-0.1,-0.033,-6.8,1.2,-5.6,-0.1,,0.1,0.633,0,16.5,8,5.2,0.6,7.9,38.8,11.7,1701593
292,Alex Len,C,27,WAS,57,903,17.5,0.071,0.41,1.6,1.2,2.8,0.147,-0.7,0.5,-0.2,0.4,,0.4,0.643,9.2,20,14.6,7.2,1,5.4,12.9,16.7,1686315
293,Kawhi Leonard,SF,29,LAC,52,1773,26,0.28,0.325,6.4,2.4,8.8,0.238,5.7,1,6.7,3.9,,1,0.622,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,1678854
294,Meyers Leonard,C,28,MIA,3,29,6.6,1,0.286,0,0,0,0.038,-3.5,-0.9,-4.4,0,,1,0.635,0,27.1,13.8,9.7,0,0,20.2,15.4,1678854
295,Caris LeVert,SG,26,TOT,47,1486,17.8,0.317,0.221,0.9,1.5,2.4,0.077,0.3,-0.4,-0.1,0.7,,0.5,0.531,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,1678854
295,Caris LeVert,SG,26,BRK,12,334,19.1,0.315,0.17,0.3,0.3,0.6,0.084,1.3,-0.7,0.6,0.2,,0.1,0.516,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,1678854
295,Caris LeVert,SG,26,IND,35,1152,17.4,0.318,0.238,0.6,1.2,1.8,0.075,0,-0.3,-0.3,0.5,,0.4,0.535,2.2,13,7.6,22.9,2.2,1.7,10.1,27.9,1663861
296,Kira Lewis Jr.,PG,19,NOP,54,904,10.3,0.356,0.151,0.2,0.6,0.9,0.045,-3.2,-0.5,-3.8,-0.4,,1,0.477,1.4,7.1,4.3,18.7,2,1,8.6,18.3,1663861
297,Damian Lillard,PG,30,POR,67,2398,25.6,0.528,0.363,9.6,0.8,10.4,0.209,7.4,-1.6,5.9,4.8,,1,0.623,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,1663861
298,Nassir Little,PF,20,POR,48,640,11.6,0.479,0.269,0.9,0.2,1.1,0.082,-1.1,-2,-3.1,-0.2,,1,0.589,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,1663861
299,Kevon Looney,C,24,GSW,61,1161,11.9,0.086,0.244,2,1.4,3.4,0.139,-1.9,0.5,-1.5,0.2,,1,0.575,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,1663861
300,Brook Lopez,C,32,MIL,70,1902,15.4,0.439,0.222,3.1,2.2,5.3,0.133,0.1,-0.1,0,1,,1,0.611,6,13,9.6,3.5,1,4.8,8.3,16.9,1663861
301,Robin Lopez,C,32,WAS,71,1354,16.7,0.042,0.322,2.8,0.9,3.7,0.131,0.3,-1.4,-1.1,0.3,,1,0.661,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,1663861
302,Didi Louzada,SF,21,NOP,3,56,-0.9,0.615,0,-0.1,0,-0.1,-0.099,-8.2,-1.6,-9.8,-0.1,,1,0.308,1.9,3.9,2.9,6.5,1.7,0,18.8,12,1663861
303,Kevin Love,PF,32,CLE,25,622,15.1,0.619,0.202,0.3,0.6,0.9,0.073,0.8,-0.8,0,0.3,,1,0.556,3,31.2,16.7,16,1.3,0.3,12.2,21.9,1663861
304,Kyle Lowry,PG,34,TOR,46,1601,16.5,0.555,0.268,2.9,1.3,4.1,0.124,1.9,-0.7,1.2,1.3,,1,0.593,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,1663861
305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,1050,7.8,0.671,0.121,-0.3,0.7,0.3,0.015,-3.2,-1.7,-4.9,-0.8,,1,0.493,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,1663861
306,Trey Lyles,PF,25,SAS,23,358,11.4,0.444,0.256,0.3,0.3,0.6,0.085,-1.2,-0.7,-1.9,0,,1,0.574,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,1620564
307,Will Magnay,C,22,NOP,1,3,-35.1,1,0,0,0,0,-0.787,-30.7,-8.9,-39.6,0,,1,0,0,0,0,0,0,0,50,28,1620564
308,Thon Maker,C,23,CLE,8,76,18.6,0.111,0.611,0.2,0.1,0.3,0.174,0.3,1.2,1.5,0.1,,1,0.657,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,1620564
309,Théo Maledon,PG,19,OKC,65,1778,8.2,0.51,0.22,-1.9,1.1,-0.8,-0.021,-4.1,-1.1,-5.2,-1.4,,1,0.489,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,1620564
310,Karim Mané,PG,20,ORL,10,88,1.3,0.154,0.385,-0.1,0,-0.1,-0.045,-9,-0.8,-9.9,-0.2,,1,0.362,1.1,15.9,8.3,6,0,2.1,16.5,8.9,1620564
311,Terance Mann,SG,24,LAC,67,1263,13.8,0.26,0.269,2.4,1.3,3.7,0.141,-0.5,0.4,-0.1,0.6,,1,0.603,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,1517981
312,Nico Mannion,PG,19,GSW,30,364,9.3,0.526,0.246,-0.2,0.4,0.2,0.029,-3.4,-0.7,-4.1,-0.2,,1,0.487,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,1517981
313,Boban Marjanović,C,32,DAL,33,271,22.6,0.066,0.311,0.7,0.3,1,0.183,1.6,-2.7,-1.1,0.1,,1,0.562,19.3,32.7,26,5.9,0.4,2.1,8,24.6,1517981
314,Lauri Markkanen,PF,23,CHI,51,1317,15.2,0.568,0.177,1.7,1.3,3,0.109,1.3,-1.3,0,0.7,,1,0.619,3,19.4,11.3,5,1,1,8.5,20.2,1517981
315,Naji Marshall,SF,23,NOP,32,700,11.4,0.397,0.359,0.2,0.7,0.9,0.061,-2.1,0.8,-1.2,0.1,,1,0.508,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,1517981
316,Caleb Martin,SF,25,CHO,53,818,9.5,0.488,0.25,-0.4,0.9,0.5,0.03,-3.4,-0.3,-3.7,-0.4,,1,0.465,4,14.8,9.3,11.5,2.2,1.5,10.4,16.7,1517981
317,Cody Martin,SF,25,CHO,52,849,10.6,0.309,0.229,0.2,0.9,1.1,0.061,-2.6,0.3,-2.2,-0.1,,1,0.5,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,1517981
318,Jeremiah Martin,PG,24,CLE,9,75,1.4,0.364,0.152,-0.4,0.1,-0.3,-0.207,-8.5,-1.2,-9.7,-0.1,,1,0.313,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,1517981
319,Kelan Martin,SF,25,IND,35,322,13.9,0.435,0.072,0.1,0.4,0.4,0.066,-1.2,-1,-2.3,0,,1,0.551,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,1517981
320,Kenyon Martin Jr.,SF,20,HOU,45,1068,14.6,0.302,0.264,1.3,0.9,2.2,0.099,-1.5,-0.4,-1.8,0,,1,0.59,7,17.6,12.1,6.8,1.3,3.4,9.7,15.6,1517981
321,Frank Mason III,PG,26,ORL,4,79,7.5,0.208,0.292,0,0,0,-0.018,-6.1,-3.1,-9.2,-0.1,,1,0.462,3.8,12.2,7.9,22.3,0,0,15.6,17.5,1517981
322,Garrison Mathews,SG,24,WAS,64,1038,9.7,0.835,0.401,1.7,0.6,2.3,0.108,-1.7,-0.6,-2.3,-0.1,,1,0.635,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1517981
323,Dakota Mathias,SG,25,PHI,8,123,9.8,0.542,0.125,0,0.1,0.2,0.061,-1.9,-1.7,-3.6,0,,1,0.474,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,1517981
324,Wesley Matthews,SG,34,LAL,58,1130,7.2,0.782,0.163,0.2,1.5,1.7,0.073,-3.1,0.6,-2.4,-0.1,,1,0.517,2,7.2,4.6,6.3,1.6,1.3,8.8,11.4,1517981
325,Tyrese Maxey,SG,20,PHI,61,935,14.5,0.24,0.163,0.8,1.1,1.9,0.099,-1.3,-0.6,-1.9,0,,1,0.531,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23,1517981
326,Skylar Mays,SG,23,ATL,33,269,16.8,0.408,0.255,0.5,0.3,0.8,0.14,1,0.6,1.6,0.2,,1,0.569,4.2,10,7.1,16.4,2.6,0.7,7.6,19.1,1517981
327,Patrick McCaw,SF,25,TOR,5,33,12,0,3,0.1,0,0.1,0.209,-2.5,3.5,1,0,,1,1.078,3.2,6.9,5,15.2,2.9,0,0,3,1517981
328,CJ McCollum,SG,29,POR,47,1600,20.8,0.475,0.15,4.1,0.6,4.7,0.141,4.9,-1.5,3.3,2.1,,1,0.577,2,10.6,6.2,23,1.3,1.2,6.5,27.1,1517981
329,T.J. McConnell,PG,28,IND,69,1796,16.9,0.098,0.098,2.6,2.2,4.8,0.128,-0.1,1.6,1.5,1.6,,1,0.583,3.3,12.1,7.7,34.3,3.4,1,20.9,15.3,1517981
330,Jaden McDaniels,PF,20,MIN,63,1511,8.9,0.54,0.123,0.5,0.9,1.4,0.046,-3.4,-0.3,-3.8,-0.7,,1,0.552,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12,1517981
331,Jalen McDaniels,SF,23,CHO,47,904,11.4,0.37,0.225,0.3,0.9,1.2,0.062,-2.7,-0.5,-3.3,-0.3,,1,0.554,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17,1517981
332,Doug McDermott,PF,29,IND,66,1619,15.6,0.43,0.147,3.1,0.7,3.8,0.112,1.5,-2.1,-0.5,0.6,,1,0.635,4,10.7,7.4,7.8,0.6,0.3,7,20,1517981
333,Sean McDermott,SF,24,MEM,18,158,7.2,0.667,0.242,0.1,0.1,0.2,0.05,-3.3,-1.8,-5.1,-0.1,,1,0.534,4,8.8,6.4,3.1,0.6,1.7,9.9,10.8,1517981
334,JaVale McGee,C,33,TOT,46,678,17,0.085,0.238,-0.1,1.1,1,0.068,-3.2,1,-2.1,0,,0.5,0.541,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,1517981
334,JaVale McGee,C,33,CLE,33,503,18.4,0.093,0.256,0,0.8,0.8,0.074,-2.1,1.3,-0.8,0.2,,0.4,0.554,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,1517981
334,JaVale McGee,C,33,DEN,13,175,12.9,0.06,0.179,-0.1,0.3,0.2,0.05,-6.3,0.3,-6.1,-0.2,,0.1,0.498,15,29.7,22.4,4.8,0.8,7.8,17.2,21.8,1517981
335,Rodney McGruder,SG,29,DET,16,194,16.1,0.343,0.114,0.3,0.2,0.5,0.121,0.9,-0.2,0.7,0.1,,1,0.619,4.5,8.1,6.3,13.6,2,0.4,8.7,18.1,1517981
336,Alfonzo McKinnie,SF,28,LAL,39,258,15.5,0.419,0.194,0.5,0.3,0.8,0.156,0.4,-1.2,-0.8,0.1,,1,0.604,9.6,13.9,11.8,3.6,1.3,0,4.7,17.8,1517981
337,Jordan McLaughlin,PG,24,MIN,51,938,12,0.38,0.124,0.6,0.6,1.2,0.062,-2.1,0,-2.2,0,,1,0.502,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,1517981
338,Ben McLemore,SG,27,TOT,53,905,8.5,0.767,0.145,-0.5,0.7,0.2,0.013,-2.7,-1.3,-4,-0.5,,0.5,0.523,1.7,10.5,6,6.4,1.2,0.9,9.8,20.4,1500000
338,Ben McLemore,SG,27,HOU,32,537,8.3,0.741,0.143,-0.5,0.3,-0.2,-0.019,-3.2,-1.2,-4.4,-0.3,,0.3,0.5,2.1,11.4,6.6,7.8,1.8,0.5,10.5,21.1,1487284
338,Ben McLemore,SG,27,LAL,21,368,8.8,0.809,0.149,0.1,0.4,0.5,0.061,-1.9,-1.6,-3.5,-0.1,,0.2,0.559,1.2,9.1,5.2,4.3,0.4,1.5,8.5,19.4,1456667
339,Nicolò Melli,PF,30,TOT,45,566,7.9,0.603,0.177,0.1,0.5,0.6,0.048,-3.5,-0.1,-3.6,-0.2,,0.5,0.441,5.6,17.9,11.8,9.8,1.2,0.5,7.3,12.5,1445697
339,Nicolò Melli,PF,30,NOP,22,241,5.8,0.627,0.119,-0.2,0.2,0,0.008,-4.9,0.5,-4.4,-0.1,,0.2,0.346,5.4,20.3,12.8,12.7,1.8,0.4,10.1,12.1,1445697
339,Nicolò Melli,PF,30,DAL,23,325,9.4,0.585,0.22,0.3,0.2,0.5,0.078,-2.4,-0.6,-2.9,-0.1,,0.3,0.506,5.8,16.1,11,7.7,0.8,0.6,5.3,12.9,1445697
340,De'Anthony Melton,PG,22,MEM,52,1045,15.2,0.537,0.13,0.7,1.5,2.2,0.103,0.6,1.4,2,1,,1,0.568,3,13.4,8.2,17.5,2.7,2.7,13.7,19.5,1445697
341,Sam Merrill,SG,24,MIL,30,233,11.9,0.653,0.056,0.3,0.2,0.5,0.102,-0.6,-0.8,-1.4,0,,1,0.603,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15,1445697
342,Chimezie Metu,C,23,SAC,36,488,14.5,0.207,0.24,0.3,0.3,0.6,0.061,-2.3,-1.7,-3.9,-0.2,,1,0.571,7,18.7,12.7,8.2,1.4,3.1,12.8,20,1350000
343,Khris Middleton,SF,29,MIL,68,2269,18.2,0.34,0.22,4.1,2.2,6.4,0.135,2,-0.7,1.3,1.9,,1,0.588,2.6,15.7,9.4,23.2,1.5,0.4,13.1,25,1300000
344,Darius Miller,SF,30,OKC,18,197,15.9,0.875,0.25,0.4,0.2,0.6,0.156,1.2,2.7,3.9,0.3,,1,0.685,1,11.8,6.3,15.4,3.1,2.3,13.1,13.2,1289846
345,Patty Mills,PG,32,SAS,68,1685,11.8,0.702,0.128,1.3,0.8,2.2,0.062,0.1,-1.8,-1.6,0.2,,1,0.57,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,1255493
346,Paul Millsap,PF,35,DEN,56,1162,16.4,0.357,0.244,1.7,1.6,3.2,0.133,0.4,0.1,0.5,0.7,,1,0.565,7.4,18.1,12.8,11.6,2.2,3,10.3,18.6,1250000
347,Shake Milton,SG,24,PHI,63,1461,14.6,0.304,0.264,1.1,1.6,2.8,0.091,-0.9,-1.2,-2.1,0,,1,0.549,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1235889
348,Donovan Mitchell,PG,24,UTA,53,1771,21.3,0.423,0.29,3.9,2.2,6.2,0.167,4.1,-0.6,3.5,2.5,,1,0.569,3.1,10.6,7,26.7,1.4,0.7,10.7,33.5,1194542
349,Adam Mokoka,SG,22,CHI,14,56,2.2,0.526,0.053,-0.2,0.1,-0.1,-0.112,-7.7,-2.2,-9.9,-0.1,,1,0.386,2,7.8,4.9,11.9,1.7,1.6,20.5,18.9,1165322
350,Malik Monk,SG,22,CHO,42,878,13.6,0.531,0.18,0.5,0.5,1,0.054,0.3,-2.3,-1.9,0,,1,0.569,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,1068200
351,E'Twaun Moore,SG,31,PHO,27,389,10.4,0.289,0.116,0,0.4,0.4,0.049,-3.7,0.5,-3.1,-0.1,,1,0.523,4.2,8.9,6.6,13.7,1.9,1.2,15.3,17.2,1061283
352,Ja Morant,PG,21,MEM,63,2053,16.7,0.252,0.389,1.6,1.6,3.2,0.074,1.3,-2,-0.8,0.6,,1,0.537,3,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1039080
353,Juwan Morgan,PF,23,UTA,29,147,8.5,0.433,0.233,0.1,0.2,0.3,0.105,-3.5,0.8,-2.7,0,,1,0.529,6.8,13.1,10.1,8,1.3,0.6,10.8,10.9,1014905
354,Marcus Morris,PF,31,LAC,57,1502,14.5,0.507,0.152,2.1,1.5,3.6,0.115,0.9,-1,-0.2,0.7,,1,0.614,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,1000000
355,Markieff Morris,PF,31,LAL,61,1200,9.3,0.553,0.132,-0.2,1.8,1.6,0.062,-2.8,-0.2,-3,-0.3,,1,0.509,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,1000000
356,Monte Morris,PG,25,DEN,47,1196,14,0.346,0.189,2,0.8,2.9,0.115,0.2,-1.1,-0.8,0.4,,1,0.574,1,8,4.6,17.1,1.4,1.1,7.5,16.5,1000000
357,Mychal Mulder,PG,26,GSW,60,766,10.8,0.808,0.083,0.6,0.6,1.2,0.075,-0.9,-1.4,-2.3,0,,1,0.613,1.1,7.1,4.2,4.8,0.7,1.4,5.5,16.2,999200
358,Dejounte Murray,PG,24,SAS,67,2139,16.5,0.204,0.138,0.7,2.6,3.3,0.074,-0.2,0.8,0.6,1.4,,1,0.509,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,943963
359,Jamal Murray,PG,23,DEN,48,1704,18.3,0.399,0.193,3.1,1.5,4.6,0.129,2.7,-1,1.7,1.6,,1,0.592,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,915048
360,Mike Muscala,C,29,OKC,35,645,14.7,0.689,0.135,0.9,0.4,1.3,0.096,0.8,-1.2,-0.3,0.3,,1,0.599,3,18.4,10.6,7,0.6,1.5,6.9,20,910895
361,Sviatoslav Mykhailiuk,SG,23,TOT,66,1324,10.4,0.621,0.099,-0.8,1.1,0.3,0.01,-1.9,-0.9,-2.8,-0.3,,0.5,0.529,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20,898310
361,Sviatoslav Mykhailiuk,SG,23,DET,36,634,10.2,0.767,0.135,-0.3,0.6,0.3,0.025,-1.3,-0.8,-2.1,0,,0.3,0.527,1.9,11.2,6.5,13.5,2.1,0.8,14.2,19,898310
